catalog_record_id,catalog,official_name,country_ids,source_url,catalog_status,review_status,candidate_decision,decision_reason,checked_at,notes
whc-1510,world_heritage_natural,Archipiélago de Revillagigedo,mexico,https://whc.unesco.org/en/list/1510,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-769,world_heritage_natural,Uvs Nuur Basin,mongolia|russia,https://whc.unesco.org/en/list/769,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1448,world_heritage_natural,Landscapes of Dauria,mongolia|russia,https://whc.unesco.org/en/list/1448,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-100,world_heritage_natural,Durmitor National Park,montenegro,https://whc.unesco.org/en/list/100,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-914,world_heritage_natural,iSimangaliso Wetland Park – Maputo National Park,mozambique|south-africa,https://whc.unesco.org/en/list/914,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1430,world_heritage_natural,Namib Sand Sea,namibia,https://whc.unesco.org/en/list/1430,active,sources_checked,eligible,Именованная песчаная пустыня сама является физическим объектом.,2026-09-23,Выделенные объекты: namib-sand-sea
whc-120,world_heritage_natural,Sagarmatha National Park,nepal,https://whc.unesco.org/en/list/120,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-284,world_heritage_natural,Chitwan National Park,nepal,https://whc.unesco.org/en/list/284,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-551,world_heritage_natural,Te Wahipounamu – South West New Zealand,new-zealand,https://whc.unesco.org/en/list/551,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-877,world_heritage_natural,New Zealand Sub-Antarctic Islands,new-zealand,https://whc.unesco.org/en/list/877,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-573,world_heritage_natural,Air and Ténéré Natural Reserves,niger,https://whc.unesco.org/en/list/573,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1195,world_heritage_natural,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,norway,https://whc.unesco.org/en/list/1195,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-654,world_heritage_natural,Arabian Oryx Sanctuary,oman,https://whc.unesco.org/en/list/654,delisted,pending_decomposition,excluded,Объект исключён из списка всемирного наследия; сохранён для воспроизводимости среза и не считается действующим кандидатом.,2026-09-22,
whc-159,world_heritage_natural,Darien National Park,panama,https://whc.unesco.org/en/list/159,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1138,world_heritage_natural,Coiba National Park and its Special Zone of Marine Protection,panama,https://whc.unesco.org/en/list/1138,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-333,world_heritage_natural,Huascarán National Park,peru,https://whc.unesco.org/en/list/333,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-402,world_heritage_natural,Manú National Park,peru,https://whc.unesco.org/en/list/402,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-653,world_heritage_natural,Tubbataha Reefs Natural Park,philippines,https://whc.unesco.org/en/list/653,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-652,world_heritage_natural,Puerto-Princesa Subterranean River National Park,philippines,https://whc.unesco.org/en/list/652,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1403,world_heritage_natural,Mount Hamiguitan Range Wildlife Sanctuary,philippines,https://whc.unesco.org/en/list/1403,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-934,world_heritage_natural,Laurisilva of Madeira,portugal,https://whc.unesco.org/en/list/934,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1264,world_heritage_natural,Jeju Volcanic Island and Lava Tubes,south-korea,https://whc.unesco.org/en/list/1264,active,sources_checked,eligible,Объект ЮНЕСКО разложен на три отдельно названных физических компонента.,2026-09-23,Выделенные объекты: geomunoreum-lava-tubes|seongsan-ilchulbong|mount-halla
whc-1591,world_heritage_natural,"Getbol, Korean Tidal Flats",south-korea,https://whc.unesco.org/en/list/1591,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-588,world_heritage_natural,Danube Delta,romania,https://whc.unesco.org/en/list/588,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-719,world_heritage_natural,Virgin Komi Forests,russia,https://whc.unesco.org/en/list/719,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-754,world_heritage_natural,Lake Baikal,russia,https://whc.unesco.org/en/list/754,active,sources_checked,eligible,Выделен конкретный физический объект — озеро Байкал.,2026-09-23,Выделенные объекты: lake-baikal
whc-765,world_heritage_natural,Volcanoes of Kamchatka,russia,https://whc.unesco.org/en/list/765,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-768,world_heritage_natural,Golden Mountains of Altai,russia,https://whc.unesco.org/en/list/768,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-900,world_heritage_natural,Western Caucasus,russia,https://whc.unesco.org/en/list/900,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-766,world_heritage_natural,Central Sikhote-Alin,russia,https://whc.unesco.org/en/list/766,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1023,world_heritage_natural,Natural System of Wrangel Island Reserve,russia,https://whc.unesco.org/en/list/1023,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1234,world_heritage_natural,Putorana Plateau,russia,https://whc.unesco.org/en/list/1234,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1299,world_heritage_natural,Lena Pillars Nature Park,russia,https://whc.unesco.org/en/list/1299,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1697,world_heritage_natural,Nyungwe National Park,rwanda,https://whc.unesco.org/en/list/1697,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1161,world_heritage_natural,Pitons Management Area,saint-lucia,https://whc.unesco.org/en/list/1161,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1699,world_heritage_natural,‘Uruq Bani Ma’arid,saudi-arabia,https://whc.unesco.org/en/list/1699,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-25,world_heritage_natural,Djoudj National Bird Sanctuary,senegal,https://whc.unesco.org/en/list/25,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-153,world_heritage_natural,Niokolo-Koba National Park,senegal,https://whc.unesco.org/en/list/153,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-185,world_heritage_natural,Aldabra Atoll,seychelles,https://whc.unesco.org/en/list/185,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-261,world_heritage_natural,Vallée de Mai Nature Reserve,seychelles,https://whc.unesco.org/en/list/261,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1746,world_heritage_natural,Gola-Tiwai Complex,sierra-leone,https://whc.unesco.org/en/list/1746,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-390,world_heritage_natural,Škocjan Caves,slovenia,https://whc.unesco.org/en/list/390,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-854,world_heritage_natural,East Rennell,solomon-islands,https://whc.unesco.org/en/list/854,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1007,world_heritage_natural,Cape Floral Region Protected Areas,south-africa,https://whc.unesco.org/en/list/1007,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1162,world_heritage_natural,Vredefort Dome,south-africa,https://whc.unesco.org/en/list/1162,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1575,world_heritage_natural,Barberton Makhonjwa Mountains,south-africa,https://whc.unesco.org/en/list/1575,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1808,world_heritage_natural,Boma–Badingilo Migratory Landscape,south-sudan,https://whc.unesco.org/en/list/1808,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-380,world_heritage_natural,Garajonay National Park,spain,https://whc.unesco.org/en/list/380,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-685,world_heritage_natural,Doñana National Park,spain,https://whc.unesco.org/en/list/685,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1258,world_heritage_natural,Teide National Park,spain,https://whc.unesco.org/en/list/1258,active,sources_checked,eligible,Из национального парка выделен конкретный вулкан Тейде.,2026-09-23,Выделенные объекты: mount-teide
whc-405,world_heritage_natural,Sinharaja Forest Reserve,sri-lanka,https://whc.unesco.org/en/list/405,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1203,world_heritage_natural,Central Highlands of Sri Lanka,sri-lanka,https://whc.unesco.org/en/list/1203,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-262,world_heritage_natural,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,sudan,https://whc.unesco.org/en/list/262,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1017,world_heritage_natural,Central Suriname Nature Reserve,suriname,https://whc.unesco.org/en/list/1017,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1037,world_heritage_natural,Swiss Alps Jungfrau-Aletsch,switzerland,https://whc.unesco.org/en/list/1037,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1179,world_heritage_natural,Swiss Tectonic Arena Sardona,switzerland,https://whc.unesco.org/en/list/1179,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1252,world_heritage_natural,Tajik National Park (Mountains of the Pamirs),tajikistan,https://whc.unesco.org/en/list/1252,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1685,world_heritage_natural,Tugay forests of the Tigrovaya Balka Nature Reserve,tajikistan,https://whc.unesco.org/en/list/1685,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-591,world_heritage_natural,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,thailand,https://whc.unesco.org/en/list/591,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-590,world_heritage_natural,Dong Phayayen-Khao Yai Forest Complex,thailand,https://whc.unesco.org/en/list/590,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1461,world_heritage_natural,Kaeng Krachan Forest Complex,thailand,https://whc.unesco.org/en/list/1461,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-8,world_heritage_natural,Ichkeul National Park,tunisia,https://whc.unesco.org/en/list/8,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-682,world_heritage_natural,Bwindi Impenetrable National Park,uganda,https://whc.unesco.org/en/list/682,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-684,world_heritage_natural,Rwenzori Mountains National Park,uganda,https://whc.unesco.org/en/list/684,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1724,world_heritage_natural,Wadi Wurayah,united-arab-emirates,https://whc.unesco.org/en/list/1724,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-369,world_heritage_natural,Giant's Causeway and Causeway Coast,united-kingdom,https://whc.unesco.org/en/list/369,active,sources_checked,eligible,Из охраняемой прибрежной территории выделена сама Тропа гигантов.,2026-09-23,Выделенные объекты: giants-causeway
whc-487,world_heritage_natural,Henderson Island,united-kingdom,https://whc.unesco.org/en/list/487,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-740,world_heritage_natural,Gough and Inaccessible Islands,united-kingdom,https://whc.unesco.org/en/list/740,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1029,world_heritage_natural,Dorset and East Devon Coast,united-kingdom,https://whc.unesco.org/en/list/1029,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1722,world_heritage_natural,The Flow Country,united-kingdom,https://whc.unesco.org/en/list/1722,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-156,world_heritage_natural,Serengeti National Park,tanzania,https://whc.unesco.org/en/list/156,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-199,world_heritage_natural,Selous Game Reserve,tanzania,https://whc.unesco.org/en/list/199,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-403,world_heritage_natural,Kilimanjaro National Park,tanzania,https://whc.unesco.org/en/list/403,active,sources_checked,eligible,Из парковой территории выделена конкретная гора Килиманджаро.,2026-09-23,Выделенные объекты: mount-kilimanjaro
whc-28,world_heritage_natural,Yellowstone National Park,united-states,https://whc.unesco.org/en/list/28,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-76,world_heritage_natural,Everglades National Park,united-states,https://whc.unesco.org/en/list/76,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-75,world_heritage_natural,Grand Canyon National Park,united-states,https://whc.unesco.org/en/list/75,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-134,world_heritage_natural,Redwood National and State Parks,united-states,https://whc.unesco.org/en/list/134,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-150,world_heritage_natural,Mammoth Cave National Park,united-states,https://whc.unesco.org/en/list/150,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-151,world_heritage_natural,Olympic National Park,united-states,https://whc.unesco.org/en/list/151,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-259,world_heritage_natural,Great Smoky Mountains National Park,united-states,https://whc.unesco.org/en/list/259,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-308,world_heritage_natural,Yosemite National Park,united-states,https://whc.unesco.org/en/list/308,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-409,world_heritage_natural,Hawaii Volcanoes National Park,united-states,https://whc.unesco.org/en/list/409,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-721,world_heritage_natural,Carlsbad Caverns National Park,united-states,https://whc.unesco.org/en/list/721,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1751,world_heritage_natural,Okefenokee National Wildlife Refuge,united-states,https://whc.unesco.org/en/list/1751,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-701,world_heritage_natural,Canaima National Park,venezuela,https://whc.unesco.org/en/list/701,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-672,world_heritage_natural,Ha Long Bay - Cat Ba Archipelago,vietnam,https://whc.unesco.org/en/list/672,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-1263,world_heritage_natural,Socotra Archipelago,yemen,https://whc.unesco.org/en/list/1263,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-509,world_heritage_natural,Mosi-oa-Tunya / Victoria Falls,zambia|zimbabwe,https://whc.unesco.org/en/list/509,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-302,world_heritage_natural,"Mana Pools National Park, Sapi and Chewore Safari Areas",zimbabwe,https://whc.unesco.org/en/list/302,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,
whc-99,world_heritage_mixed,Natural and Cultural Heritage of the Ohrid region,albania|north-macedonia,https://whc.unesco.org/en/list/99,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-179,world_heritage_mixed,Tassili n'Ajjer,algeria,https://whc.unesco.org/en/list/179,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-147,world_heritage_mixed,Kakadu National Park,australia,https://whc.unesco.org/en/list/147,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-167,world_heritage_mixed,Willandra Lakes Region,australia,https://whc.unesco.org/en/list/167,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-181,world_heritage_mixed,Tasmanian Wilderness,australia,https://whc.unesco.org/en/list/181,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-447,world_heritage_mixed,Uluru-Kata Tjuta National Park,australia,https://whc.unesco.org/en/list/447,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1308,world_heritage_mixed,Paraty and Ilha Grande – Culture and Biodiversity,brazil,https://whc.unesco.org/en/list/1308,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1415,world_heritage_mixed,Pimachiowin Aki,canada,https://whc.unesco.org/en/list/1415,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1475,world_heritage_mixed,Ennedi Massif: Natural and Cultural Landscape,chad,https://whc.unesco.org/en/list/1475,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-437,world_heritage_mixed,Mount Taishan,china,https://whc.unesco.org/en/list/437,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-547,world_heritage_mixed,Mount Huangshan,china,https://whc.unesco.org/en/list/547,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-779,world_heritage_mixed,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",china,https://whc.unesco.org/en/list/779,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-911,world_heritage_mixed,Mount Wuyi,china,https://whc.unesco.org/en/list/911,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1174,world_heritage_mixed,Chiribiquete National Park – “The Maloca of the Jaguar”,colombia,https://whc.unesco.org/en/list/1174,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1642,world_heritage_mixed,Mount Kumgang – Diamond Mountain from the Sea,north-korea,https://whc.unesco.org/en/list/1642,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-773,world_heritage_mixed,Pyrénées - Mont Perdu,france|spain,https://whc.unesco.org/en/list/773,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1707,world_heritage_mixed,Te Henua Enata – The Marquesas Islands,france,https://whc.unesco.org/en/list/1707,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1147,world_heritage_mixed,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,gabon,https://whc.unesco.org/en/list/1147,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-455,world_heritage_mixed,Meteora,greece,https://whc.unesco.org/en/list/455,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-454,world_heritage_mixed,Mount Athos,greece,https://whc.unesco.org/en/list/454,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1719,world_heritage_mixed,The wider area of Mount Olympus,greece,https://whc.unesco.org/en/list/1719,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-64,world_heritage_mixed,Tikal National Park,guatemala,https://whc.unesco.org/en/list/64,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
whc-1513,world_heritage_mixed,Khangchendzonga National Park,india,https://whc.unesco.org/en/list/1513,active,pending_decomposition,deferred,Запись исходного каталога ещё нужно разложить на конкретные физические объекты и проверить визуальную узнаваемость.,2026-09-22,Смешанный объект: природная составляющая требует отдельного редакционного выделения.
