country_id,variant_id,content_entry_id,variant_type,is_primary_study_variant,official_status,graphic_elements,decision,decision_reason,source_ids,primary_source_urls,review_status,checked_at,notes
bolivia,bolivia-state-flag,bolivia-state-flag,state,true,restricted_official_use,coat_of_arms|mountain|animal|plant,eligible,Статья 9 декрета 241 предписывает триколор с государственным гербом для государственных учреждений; рисунок подробнее обычного национального триколора.,bo-constitution-art-6|bo-decree-241-parliament-copy,https://www.senapi.gob.bo/normativas/constitucion-politica-del-estado/constitucion-politica-del-estado-plurinacional-de-bolivia|https://diputados.gob.bo/wp-content/uploads/2023/02/PL-137-2022-2023.pdf,reviewed,2026-09-24,Герб расположен в центре жёлтой полосы на обеих сторонах полотнища; военный вариант с лавровой и оливковой ветвями вне каталога.
cyprus,cyprus-national-flag,cyprus-national-flag,national,true,official,island_map|olive_branches,eligible,Официальный национальный флаг выбран как основной учебный вариант.,cy-government-flag-2024,https://publications.gov.cy/assets/user/publications/2024/2024_202/HTML/12/,reviewed,2026-09-24,
czechia,czechia-national-flag,czechia-national-flag,national,true,official,white_red_horizontal|blue_triangle,eligible,Официальный национальный флаг выбран как основной учебный вариант.,cz-mfa-state-symbols,https://mzv.gov.cz/chicago/en/other_useful_information/information_about_the_czech_republic/national_symbols/state_symbols.html?force_format=mobile,reviewed,2026-09-24,
benin,benin-national-flag,benin-national-flag,national,true,official,green_hoist|yellow_red_horizontal,eligible,Официальный национальный флаг выбран как основной учебный вариант.,bj-flag-law-90-020,https://sgg.gouv.bj/doc/loi-90-020/download,reviewed,2026-09-24,
estonia,estonia-national-flag,estonia-national-flag,national,true,official,blue_black_white_horizontal,eligible,Официальный национальный флаг выбран как основной учебный вариант.,ee-government-flag-day,https://www.riigikantselei.ee/en/el140,reviewed,2026-09-24,
finland,finland-national-flag,,national,false,official,blue_cross,excluded,Национальный вариант проще государственного флага с гербом.,fi-flag-act-380-1978,https://www.finlex.fi/fi/lainsaadanto/1978/380,sources_checked,2026-09-24,
finland,finland-state-flag,finland-state-flag,state,true,official,blue_cross|coat_of_arms,eligible,"Государственный флаг с гербом содержит больше графических деталей, чем национальный.",fi-flag-act-380-1978,https://www.finlex.fi/fi/lainsaadanto/1978/380,reviewed,2026-09-24,
france,france-national-flag,france-national-flag,national,true,official,blue_white_red_vertical,eligible,Официальный национальный флаг выбран как основной учебный вариант.,fr-elysee-flag,https://www.elysee.fr/la-presidence/le-drapeau-francais,reviewed,2026-09-24,
greece,greece-national-flag,greece-national-flag,national,true,official,blue_white_stripes|white_cross,eligible,Национальный флаг выбран как основной учебный вариант.,gr-presidency-flag,https://www.presidency.gr/en/presidency/the-flag/,reviewed,2026-09-24,
ireland,ireland-national-flag,ireland-national-flag,national,true,official,green_white_orange_vertical,eligible,Национальный флаг выбран как основной учебный вариант.,ie-government-national-flag,https://www.gov.ie/en/department-of-the-taoiseach/publications/the-national-flag/,reviewed,2026-09-24,
italy,italy-national-flag,italy-national-flag,national,true,official,green_white_red_vertical,eligible,Национальный флаг выбран как основной учебный вариант.,it-presidency-tricolour,https://www.quirinale.it/it/pagine/italian-tricolour-flag,reviewed,2026-09-24,
japan,japan-national-flag,japan-national-flag,national,true,official,white_field|red_sun_disc,eligible,Национальный флаг выбран как основной учебный вариант.,jp-cabinet-flag,https://www.cao.go.jp/en/flag_anthem,reviewed,2026-09-24,
latvia,latvia-national-flag,latvia-national-flag,national,true,official,carmine_white_carmine_horizontal,eligible,Национальный флаг выбран как основной учебный вариант.,lv-national-flag-law,https://likumi.lv/ta/en/en/id/200642,reviewed,2026-09-24,
gabon,gabon-national-flag,gabon-national-flag,national,true,official,green_yellow_blue_horizontal,eligible,Национальный флаг выбран как основной учебный вариант.,ga-constitution-2024,https://gouvernement.ga/wp-content/uploads/2025/11/Constitution-du-19-decembre-2024-de-la-Republique-Gabonaise_BON.pdf,reviewed,2026-09-24,
georgia,georgia-national-flag,georgia-national-flag,national,true,official,large_red_cross|four_small_red_crosses,eligible,Национальный флаг выбран как основной учебный вариант.,ge-state-symbols-law,https://www.matsne.gov.ge/ka/document/view/4368486?impose=translateEn,reviewed,2026-09-24,
gambia,gambia-national-flag,gambia-national-flag,national,true,official,red_white_blue_white_green_horizontal,eligible,Национальный флаг выбран как основной учебный вариант.,gm-un-mission-country-facts,https://www.un.int/gambia/gambia/country-facts,reviewed,2026-09-24,
ghana,ghana-national-flag,ghana-national-flag,national,true,official,red_yellow_green_horizontal|black_star,eligible,Национальный флаг выбран как основной учебный вариант.,gh-immigration-national-flag,https://gis.gov.gh/wp-content/uploads/2024/02/FACTS-ABOUT-GHANA.pdf,reviewed,2026-09-24,
grenada,grenada-national-flag,grenada-national-flag,national,true,official,red_border|seven_stars|nutmeg|green_yellow_triangles,eligible,Национальный флаг выбран как основной учебный вариант.,gd-government-national-symbols,https://www.gov.gd/national-symbols,reviewed,2026-09-24,
guinea,guinea-national-flag,guinea-national-flag,national,true,official,red_yellow_green_vertical,eligible,Национальный флаг выбран как основной учебный вариант.,gn-constitution-2025,https://sgg.gov.gn/document/downloadfile/546,reviewed,2026-09-24,
dominican-republic,dominican-republic-national-flag,dominican-republic-national-flag,national,true,official,white_cross|blue_red_quarters|coat_of_arms,eligible,Выбран официальный вариант с наиболее подробным рисунком.,do-presidency-national-symbols,https://www.presidencia.gob.do/acerca-de-rd/simbolos-patrios,reviewed,2026-09-24,
ecuador,ecuador-national-flag,,national,false,official,plain_tricolor,excluded,Вариант без герба менее подробный.,ec-foreign-ministry-protocol-2024,https://www.cancilleria.gob.ec/wp-content/uploads/2024/08/Manual-Protocolo-2024.pdf,sources_checked,2026-09-24,
ecuador,ecuador-state-flag,ecuador-state-flag,state,true,official,yellow_blue_red_horizontal|coat_of_arms,eligible,Выбран официальный вариант с наиболее подробным рисунком.,ec-foreign-ministry-protocol-2024,https://www.cancilleria.gob.ec/wp-content/uploads/2024/08/Manual-Protocolo-2024.pdf,reviewed,2026-09-24,
el-salvador,el-salvador-national-flag,,national,false,official,plain_tricolor,excluded,Вариант без герба менее подробный.,sv-national-symbols-law,https://www.asamblea.gob.sv/sites/default/files/documents/decretos/0718B3F4-7075-4296-B6ED-2530A9B36F52.pdf,sources_checked,2026-09-24,
el-salvador,el-salvador-state-flag,el-salvador-state-flag,state,true,official,blue_white_blue_horizontal|coat_of_arms,eligible,Выбран официальный вариант с наиболее подробным рисунком.,sv-national-symbols-law,https://www.asamblea.gob.sv/sites/default/files/documents/decretos/0718B3F4-7075-4296-B6ED-2530A9B36F52.pdf,reviewed,2026-09-24,
equatorial-guinea,equatorial-guinea-national-flag,equatorial-guinea-national-flag,national,true,official,green_white_red_horizontal|blue_triangle|coat_of_arms,eligible,Выбран официальный вариант с наиболее подробным рисунком.,gq-embassy-national-symbols,https://embajada-guineaecuatorial.com.ve/simbolos-patrios/,reviewed,2026-09-24,
ethiopia,ethiopia-national-flag,ethiopia-national-flag,national,true,official,green_yellow_red_horizontal|blue_disc|yellow_star,eligible,Выбран официальный вариант с наиболее подробным рисунком.,et-flag-law-2025,https://laws.moj.gov.et/index.php/registries/view/2072/am,reviewed,2026-09-24,
eritrea,eritrea-national-flag,eritrea-national-flag,national,true,official,red_green_blue_triangles|gold_olive_wreath,eligible,Выбран официальный вариант с наиболее подробным рисунком.,er-ministry-information-flag,https://shabait.com/2009/10/01/eritrea-at-a-glance/,reviewed,2026-09-24,
madagascar,madagascar-national-flag,madagascar-national-flag,national,true,official,white_hoist|red_green_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,mg-constitution-art4,https://cnlegis.gov.mg/page_acces_pdf/fpUblYeoV45,reviewed,2026-09-24,
malaysia,malaysia-national-flag,malaysia-national-flag,national,true,official,fourteen_red_white_stripes|blue_canton|yellow_crescent_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,my-government-flag,https://www.malaysia.gov.my/en/government/kenali-malaysia/flag-of-malaysia,reviewed,2026-09-24,
maldives,maldives-national-flag,maldives-national-flag,national,true,official,red_border|green_rectangle|white_crescent,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,mv-constitution-schedule3,https://agoffice.gov.mv/files/English-constitution.pdf,reviewed,2026-09-24,
mauritius,mauritius-national-flag,mauritius-national-flag,national,true,official,red_blue_yellow_green_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,mu-government-national-flag,https://www.govmu.org/EN/Pages/National-Flag.aspx,reviewed,2026-09-24,
moldova,moldova-state-flag,moldova-state-flag,state,true,official,blue_yellow_red_vertical|coat_of_arms,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,md-mfa-state-symbols,https://portugalia.mfa.gov.md/pt/content/s%C3%ADmbolos-do-estado,reviewed,2026-09-24,
montenegro,montenegro-state-flag,montenegro-state-flag,state,true,official,red_field|gold_border|double_headed_eagle,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,me-constitution-state-symbols,https://wapi.gov.me/download/2489436c-8a43-4c6b-9981-8af44719f19f?version=1.0,reviewed,2026-09-24,
morocco,morocco-national-flag,morocco-national-flag,national,true,official,red_field|green_pentagram,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ma-flag-dahir-2005,https://www.sgg.gov.ma/BO/bo_fr/2005/bo_5378_fr.pdf,reviewed,2026-09-24,
mozambique,mozambique-national-flag,mozambique-national-flag,national,true,official,green_black_yellow_horizontal|white_separators|red_triangle|star_book_hoe_rifle,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,mz-presidency-flag,https://presidencia.gov.mz/?page_id=435,reviewed,2026-09-24,
lebanon,lebanon-national-flag,lebanon-national-flag,national,true,official,red_white_red|green_cedar,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,lb-constitution-art5,https://www.cc.gov.lb/en/constitution-and-laws/constitution/fundamental-provisions/,reviewed,2026-09-24,
liberia,liberia-national-flag,liberia-national-flag,national,true,official,eleven_stripes|white_star|blue_canton,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,lr-mofa-flag-day,https://www.mofa.gov.lr/node/5778,reviewed,2026-09-24,
liechtenstein,liechtenstein-national-flag,liechtenstein-national-flag,national,true,official,blue_red_horizontal|gold_princely_crown,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,li-government-national-identity,https://www.regierung.li/files/attachments/20251125-broschuere-begegnung-mit-einem-kleinstaat-639080401433496309.pdf,reviewed,2026-09-24,
luxembourg,luxembourg-national-flag,luxembourg-national-flag,national,true,official,red_white_skyblue_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,lu-government-national-symbols,https://luxembourg.public.lu/fr/societe-et-culture/systeme-politique/symboles-nationaux.html,reviewed,2026-09-24,
nigeria,nigeria-national-flag,nigeria-national-flag,national,true,official,green_white_green_vertical,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ng-tourism-national-flag,https://ntda.gov.ng/media.assets.php,reviewed,2026-09-24,
namibia,namibia-national-flag,namibia-national-flag,national,true,official,diagonal_blue_red_green|gold_sun_12_rays,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,na-constitution-national-flag,https://mawf.gov.na/documents/268157/1044711/Namibia_Constitution%2Blatest%2Bed.pdf/b75f3931-0738-60ff-754a-0cf5f31ff248?download=true&t=1657611312283,reviewed,2026-09-24,
nepal,nepal-national-flag,nepal-national-flag,national,true,official,double_pennant|moon_sun|blue_border,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,np-constitution-national-flag,https://repository.lawcommission.gov.np/np/category/documents/prevailing-law/%E0%A4%B8%E0%A4%82%E0%A4%B5%E0%A4%BF%E0%A4%A7%E0%A4%BE%E0%A4%A8/constitution-of-nepal/,reviewed,2026-09-24,
new-zealand,new-zealand-national-flag,new-zealand-national-flag,national,true,official,blue_field|union_jack|four_red_stars,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,nz-ministry-flag,https://www.mch.govt.nz/our-work/flags-anthems-and-emblems/new-zealand-flag,reviewed,2026-09-24,
niger,niger-national-flag,niger-national-flag,national,true,official,orange_white_green|orange_disc,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ne-government-niger-flag,https://www.gouv.ne/index.php/98-le-niger,reviewed,2026-09-24,
pakistan,pakistan-national-flag,pakistan-national-flag,national,true,official,white_hoist|green_field|crescent_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,pk-cabinet-flag-rules,https://cabinet.gov.pk/SiteImage/Policy/Flag%20Rules.pdf,reviewed,2026-09-24,
papua-new-guinea,papua-new-guinea-national-flag,papua-new-guinea-national-flag,national,true,official,red_black_diagonal|bird_of_paradise|southern_cross,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,pg-education-national-flag,https://www.fode.education.gov.pg/courses/Social%20Science/Grade%207/GRADE.7.SocialScience.S3.pdf,reviewed,2026-09-24,
portugal,portugal-national-flag,portugal-national-flag,national,true,official,green_red_vertical|armillary_sphere|shield,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,pt-presidency-national-flag,https://jorgesampaio.arquivo.presidencia.pt/pt/republica/simbolos/bandeira.html,reviewed,2026-09-24,
qatar,qatar-national-flag,qatar-national-flag,national,true,official,white_hoist|maroon_field|nine_points,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,qa-emiri-diwan-flag,https://www.diwan.gov.qa/about-qatar?sc_lang=en,reviewed,2026-09-24,
romania,romania-national-flag,romania-national-flag,national,true,official,blue_yellow_red_vertical,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ro-constitution-art12,https://www.prefectura.mai.gov.ro/wp-content/uploads/2018/02/21-Constitutia-Romaniei.pdf,reviewed,2026-09-24,
rwanda,rwanda-national-flag,rwanda-national-flag,national,true,official,blue_yellow_green_horizontal|gold_sun,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,rw-national-flag-law,https://www.rlrc.gov.rw/index.php?eID=dumpFile&f=74762&t=f&token=cb41274d1a4b2d1626672542e40024a521270e26,reviewed,2026-09-24,
samoa,samoa-national-flag,samoa-national-flag,national,true,official,red_field|blue_canton|five_white_stars,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ws-flag-act-1994,https://www.mjca.gov.ws/achasoso/2021/05/Official-Flag-and-National-Anthem-of-Samoa-Act-1994.pdf,reviewed,2026-09-24,
san-marino,san-marino-national-flag,san-marino-national-flag,national,true,official,white_skyblue_horizontal|coat_of_arms,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,sm-declaration-art2bis,https://www.gov.sm/pub1/GovSM/dam/jcr%3A4c83a7bd-1304-4d7f-b023-5320f04987c3/Principi%20fond%20ordinamento%20samm.pdf,reviewed,2026-09-24,
switzerland,switzerland-national-flag,switzerland-national-flag,national,true,official,square_red_field|white_cross,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ch-eda-swiss-flag,https://www.aboutswitzerland.eda.admin.ch/en/swiss-flag,reviewed,2026-09-24,
senegal,senegal-national-flag,senegal-national-flag,national,true,official,green_gold_red_vertical|green_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,sn-presidency-flag,https://www.presidence.sn/fr/presidence/le-drapeau-et-la-devise-du-senegal/,reviewed,2026-09-24,
seychelles,seychelles-national-flag,seychelles-national-flag,national,true,official,five_oblique_bands|blue_yellow_red_white_green,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,sc-mfa-flag-guidance,https://mfa.gov.sc/wp-content/uploads/2023/04/Guidance-on-Proper-Display-of-the-Seychelles-National-Flag.pdf,reviewed,2026-09-24,
singapore,singapore-national-flag,singapore-national-flag,national,true,official,red_white_horizontal|crescent|five_stars,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,sg-national-heritage-flag,https://www.nhb.gov.sg/what-we-do/our-work/community-engagement/education/resources/national-symbols/national-flag,reviewed,2026-09-24,
sierra-leone,sierra-leone-national-flag,sierra-leone-national-flag,national,true,official,green_white_blue_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,sl-constitution-flag,https://parliament.gov.sl/constitution-of-sierra-leone.html,reviewed,2026-09-24,
slovakia,slovakia-state-flag,slovakia-state-flag,state,true,official,white_blue_red_horizontal|coat_of_arms,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,sk-government-state-flag,https://www.vlada.gov.sk/slovensko/statna-vlajka/,reviewed,2026-09-24,
slovenia,slovenia-national-flag,slovenia-national-flag,national,true,official,white_blue_red_horizontal|coat_of_arms,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,si-government-national-symbols,https://www.gov.si/en/topics/national-symbols/,reviewed,2026-09-24,
south-africa,south-africa-national-flag,south-africa-national-flag,national,true,official,black_triangle|green_y|red_blue_fields,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,za-government-national-flag,https://www.gov.za/about-sa/national-flag-0,reviewed,2026-09-24,
spain,spain-state-flag,spain-state-flag,state,true,official,red_yellow_red|coat_of_arms,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,es-flag-law-39-1981,https://www.boe.es/buscar/act.php?id=BOE-A-1981-26082&p=19811112&tn=1,reviewed,2026-09-24,
serbia,serbia-state-flag,serbia-state-flag,state,true,official,red_blue_white|coat_of_arms,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,rs-government-state-flag,https://www.srbija.gov.rs/vest/en/4440/parliament-adopts-national-symbols-of-serbia.php,reviewed,2026-09-24,
somalia,somalia-national-flag,somalia-national-flag,national,true,official,light_blue_field|white_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,so-presidency-state-symbols,https://villasomalia.gov.so/state-symbols/,reviewed,2026-09-24,
sudan,sudan-national-flag,sudan-national-flag,national,true,official,red_white_black_horizontal|green_triangle,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,sd-embassy-flag,https://www.embassy-qatar.gov.sd/sections/aboutSudan2,reviewed,2026-09-24,
suriname,suriname-national-flag,suriname-national-flag,national,true,official,green_white_red_white_green|yellow_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,sr-government-flag,https://gov.sr/suriname/,reviewed,2026-09-24,
sweden,sweden-national-flag,sweden-national-flag,national,true,official,blue_field|yellow_nordic_cross,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,se-flag-law-1982,https://rkrattsbaser.gov.se/sfst?bet=1982%3A269,reviewed,2026-09-24,
thailand,thailand-national-flag,thailand-national-flag,national,true,official,red_white_blue_white_red,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,th-portal-flag,https://thailand.go.th/page/flag,reviewed,2026-09-24,
timor-leste,timor-leste-national-flag,timor-leste-national-flag,national,true,official,red_field|yellow_black_triangles|white_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,tl-government-national-symbols,https://timor-leste.gov.tl/?lang=en&p=34,reviewed,2026-09-24,
togo,togo-national-flag,togo-national-flag,national,true,official,green_yellow_five_stripes|red_canton_white_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,tg-flag-law-1960,https://legitogo.gouv.tg/be/wp-content/uploads/2017/03/Pages-from-jo_1960-121-3.pdf,reviewed,2026-09-24,
trinidad-and-tobago,trinidad-and-tobago-national-flag,trinidad-and-tobago-national-flag,national,true,official,red_field|black_diagonal|white_borders,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,tt-national-identity-guidelines,https://natt.gov.tt/sites/default/files/pdfs/National%20Identity%20Guidelines_FINALReduced%20Size.pdf,reviewed,2026-09-24,
tunisia,tunisia-national-flag,tunisia-national-flag,national,true,official,red_field|white_disc|red_crescent_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,tn-constitution-2022-art8,https://pm.gov.tn/fr/node/1515,reviewed,2026-09-24,
turkiye,turkiye-national-flag,turkiye-national-flag,national,true,official,red_field|white_crescent_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,tr-flag-law-1983,https://dosim.ktb.gov.tr/TR-317147/turk-bayragi-ve-istiklal-marsi.html,reviewed,2026-09-24,
turkmenistan,turkmenistan-national-flag,turkmenistan-national-flag,national,true,official,green_field|carpet_ornaments|crescent_five_stars,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,tm-government-state-flag,https://turkmenistan.gov.tm/en/post/106044/turkmenistan-will-widely-celebrate-constitution-and-national-flag-day,reviewed,2026-09-24,
uganda,uganda-national-flag,uganda-national-flag,national,true,official,black_yellow_red_six_stripes|crane_disc,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ug-vice-president-national-symbols,https://www.vicepresident.go.ug/national-symbols/,reviewed,2026-09-24,
ukraine,ukraine-national-flag,ukraine-national-flag,national,true,official,blue_yellow_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ua-constitution-art20,https://www.president.gov.ua/ua/documents/constitution/konstituciya-ukrayini-rozdil-i,reviewed,2026-09-24,
united-arab-emirates,united-arab-emirates-national-flag,united-arab-emirates-national-flag,national,true,official,red_hoist|green_white_black_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ae-government-fact-sheet,https://u.ae/en/about-the-uae/fact-sheet,reviewed,2026-09-24,
united-kingdom,united-kingdom-national-flag,united-kingdom-national-flag,national,true,official,blue_field|red_white_crosses,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,gb-parliament-union-flag,https://www.parliament.uk/documents/education/docs/2015-Flag-Project/Flags-Toolkit-amended-version.pdf,reviewed,2026-09-24,
united-states,united-states-national-flag,united-states-national-flag,national,true,official,thirteen_stripes|fifty_stars,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,usagov-flag,https://www.usa.gov/flag,reviewed,2026-09-24,
uruguay,uruguay-national-flag,uruguay-national-flag,national,true,official,white_blue_nine_stripes|sun_of_may,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,uy-parliament-flag-standards,https://pmb.parlamento.gub.uy/pmb/opac_css/doc_num.php?explnum_id=582,reviewed,2026-09-24,
uzbekistan,uzbekistan-national-flag,uzbekistan-national-flag,national,true,official,blue_white_green|red_dividers|crescent_twelve_stars,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,uz-mfa-state-symbols,https://gov.uz/en/mfa/sections/view/14473,reviewed,2026-09-24,
vietnam,vietnam-national-flag,vietnam-national-flag,national,true,official,red_field|gold_five_pointed_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,vn-government-national-flag,https://vietnam.gov.vn/default.aspx?catname=national-flag-emblem-anthem-declaration-of-independence-68960,reviewed,2026-09-24,
zambia,zambia-national-flag,zambia-national-flag,national,true,official,green_field|red_black_orange_fly_stripes|orange_fish_eagle,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,zm-state-house-national-symbols,https://www.sh.gov.zm/national-symbols/,reviewed,2026-09-24,
zimbabwe,zimbabwe-national-flag,zimbabwe-national-flag,national,true,official,seven_horizontal_stripes|white_hoist_triangle|red_star|zimbabwe_bird,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,zw-embassy-country-profile,https://www.zimgaborone.gov.zw/?page_id=5851,reviewed,2026-09-24,
yemen,yemen-national-flag,yemen-national-flag,national,true,official,red_white_black_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ye-flag-law-1990,https://agoye.gov.ye/page.php?id=333&lng=arabic,reviewed,2026-09-24,
tanzania,tanzania-national-flag,tanzania-national-flag,national,true,official,green_blue_diagonal|black_band|gold_fimbriation,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,tz-national-emblems-act-2023,https://elibrary.osg.go.tz/items/778cd5d7-0edb-4aae-8c88-c67f2bd70748,reviewed,2026-09-24,
denmark,denmark-state-flag,denmark-state-flag,state,true,official,red_field|white_nordic_cross|split_tail,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,dk-flag-act-2024,https://www.retsinformation.dk/api/pdf/246718,reviewed,2026-09-24,
germany,germany-state-flag,germany-state-flag,state,true,official,black_red_gold_horizontal|federal_shield_eagle,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,de-flag-order-1996,https://www.gesetze-im-internet.de/flaggano_1996/BJNR172900996.html,reviewed,2026-09-24,
hungary,hungary-national-flag,hungary-national-flag,national,true,official,red_white_green_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,hu-fundamental-law-article-i,https://njt.jog.gov.hu/jogszabaly/2011-4301-02-00.5,reviewed,2026-09-24,
indonesia,indonesia-national-flag,indonesia-national-flag,national,true,official,red_white_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,id-constitution-art35,https://berkas.dpr.go.id/jdih/uud-1945-uu-mk-uu-mk-english.pdf,reviewed,2026-09-24,
israel,israel-state-flag,israel-state-flag,state,true,official,white_field|two_blue_stripes|blue_star_of_david,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,il-basic-law-nation-state-art2,https://main.knesset.gov.il/EN/activity/documents/BasicLawsPDF/BasicLawNationState.pdf,reviewed,2026-09-24,
jordan,jordan-national-flag,jordan-national-flag,national,true,official,black_white_green_horizontal|red_hoist_triangle|white_seven_pointed_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,jo-royal-court-flag,https://www.rhc.jo/en/the-jordanian-flag-and-the-national-anthem,reviewed,2026-09-24,
norway,norway-state-flag,norway-state-flag,state,true,official,red_field|blue_nordic_cross|white_fimbriation|split_tail,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,no-government-flag-regulations,https://www.regjeringen.no/no/dep/ud/dep/diplomatiske-forbindelser-og-protokoll/norges-flagg-forskrift/id449230/,reviewed,2026-09-24,
iceland,iceland-state-flag,iceland-state-flag,state,true,official,blue_field|white_red_nordic_cross|split_tail,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,is-government-national-flag,https://www.stjornarradid.is/verkefni/stjornskipan-og-thjodartakn/thjodartakn/fani-islands/,reviewed,2026-09-24,
lithuania,lithuania-state-flag,lithuania-state-flag,state,true,official,red_field|silver_armoured_knight|white_horse|blue_shield_gold_cross,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,lt-national-flag-law,https://e-seimas.lrs.lt/rs/legalact/TAD/TAIS.356468/,reviewed,2026-09-24,
netherlands-kingdom-of-the,netherlands-kingdom-of-the-national-flag,netherlands-kingdom-of-the-national-flag,national,true,official,red_white_blue_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,nl-defence-flag-protocol,https://puc.overheid.nl/mp-bundels/doc/PUC_41859_10/,reviewed,2026-09-24,
russia,russia-national-flag,russia-national-flag,national,true,official,white_blue_red_horizontal,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,ru-kremlin-state-flag,https://en.flag.kremlin.ru/,reviewed,2026-09-24,
burkina-faso,burkina-faso-national-flag,burkina-faso-national-flag,national,true,official,red_green_horizontal|central_gold_star,eligible,Выбран официальный национальный или государственный флаг с наиболее подробным рисунком.,bf-presidency-national-flag,https://www.presidencedufaso.bf/lembleme-le-drapeau/,reviewed,2026-09-24,
